Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,DailyHours,MonthlyWorkingHours,Salary_per_hour
29,No,Travel_Rarely,1010,Research & Development,1,3,Life Sciences,1,Female,97,3,1,Research Scientist,4,Divorced,1,No,15,3,1,3,3,5,3,3,2,1,2,8,176,21.363636363636363
54,No,Travel_Rarely,685,Research & Development,3,3,Life Sciences,4,Male,85,3,4,Research Director,4,Married,3,No,14,3,1,0,36,2,3,10,9,0,9,8,176,101.01704545454545
31,No,Travel_Rarely,1332,Research & Development,11,2,Medical,3,Male,80,3,2,Healthcare Representative,1,Married,1,Yes,12,3,4,0,6,2,2,6,5,0,1,10,220,31.05909090909091
31,No,Travel_Rarely,1062,Research & Development,24,3,Medical,3,Female,96,2,2,Healthcare Representative,1,Single,1,No,19,3,2,0,10,2,3,10,9,1,8,8,176,38.70454545454545
59,No,Travel_Rarely,326,Sales,3,3,Life Sciences,3,Female,48,2,2,Sales Executive,4,Single,5,No,17,3,4,0,13,2,3,6,1,0,5,8,176,29.380681818181817
43,No,Travel_Rarely,920,Research & Development,3,3,Life Sciences,3,Male,96,1,5,Research Director,4,Married,3,No,14,3,2,1,25,2,3,8,7,0,7,8,176,112.1590909090909
49,No,Travel_Rarely,1098,Research & Development,4,2,Medical,1,Male,85,2,5,Manager,3,Married,2,No,13,3,3,1,23,2,4,1,0,0,0,8,176,106.3125
36,No,Travel_Frequently,469,Research & Development,3,3,Technical Degree,3,Male,46,3,1,Research Scientist,2,Married,1,No,12,3,3,0,12,2,2,11,10,0,7,8,176,20.977272727272727
48,No,Travel_Rarely,969,Research & Development,2,2,Technical Degree,4,Male,76,4,1,Laboratory Technician,2,Single,5,No,11,3,3,0,7,4,2,1,0,0,0,8,176,14.539772727272727
27,No,Travel_Rarely,1167,Research & Development,4,2,Life Sciences,1,Male,76,3,1,Research Scientist,3,Divorced,1,No,11,3,2,3,5,2,3,5,3,0,3,8,176,14.301136363636363
29,No,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,3,Male,82,3,2,Healthcare Representative,4,Divorced,1,Yes,11,3,2,2,6,2,3,6,0,1,0,10,220,30.104545454545455
48,No,Travel_Rarely,715,Research & Development,1,3,Life Sciences,4,Male,76,2,5,Research Director,4,Single,6,No,12,3,3,0,25,3,4,1,0,0,0,8,176,103.7784090909091
29,No,Travel_Rarely,694,Research & Development,1,3,Life Sciences,4,Female,87,2,4,Research Director,4,Divorced,3,No,14,3,2,2,9,2,2,7,7,1,7,8,176,91.61363636363636
34,No,Travel_Rarely,1320,Research & Development,20,3,Technical Degree,3,Female,89,4,1,Research Scientist,3,Married,0,No,17,3,4,0,2,5,2,1,0,0,0,8,176,14.6875
44,No,Travel_Rarely,1099,Sales,5,3,Marketing,2,Male,88,3,5,Manager,2,Married,7,No,11,3,3,1,26,5,3,22,9,3,10,8,176,103.48295454545455
33,No,Travel_Rarely,536,Sales,10,5,Marketing,4,Male,82,4,3,Sales Executive,3,Divorced,0,Yes,14,3,4,2,10,3,3,9,8,0,8,10,220,38.09090909090909
19,No,Travel_Rarely,265,Research & Development,25,3,Life Sciences,2,Female,57,4,1,Research Scientist,4,Single,1,Yes,12,3,4,0,1,2,3,1,0,0,1,10,220,13.60909090909091
23,No,Travel_Rarely,373,Research & Development,1,2,Life Sciences,4,Male,47,3,1,Research Scientist,3,Married,1,No,22,4,4,1,1,2,3,1,0,0,1,8,176,6.948863636363637
25,Yes,Travel_Frequently,599,Sales,24,1,Life Sciences,3,Male,73,1,1,Sales Representative,4,Single,1,Yes,14,3,4,0,1,4,3,1,0,1,0,10,220,5.081818181818182
26,No,Travel_Rarely,583,Research & Development,4,2,Life Sciences,3,Male,53,3,1,Research Scientist,4,Single,1,Yes,20,4,2,0,8,2,2,8,5,2,2,10,220,13.068181818181818
45,Yes,Travel_Rarely,1449,Sales,2,3,Marketing,1,Female,94,1,5,Manager,2,Single,2,Yes,16,3,1,0,26,2,3,24,10,1,11,10,220,85.56363636363636
55,No,Non-Travel,177,Research & Development,8,1,Medical,4,Male,37,2,4,Healthcare Representative,2,Divorced,1,Yes,15,3,4,1,34,3,3,33,9,15,0,10,220,61.71363636363636
21,Yes,Travel_Frequently,251,Research & Development,10,2,Life Sciences,1,Female,45,2,1,Laboratory Technician,3,Single,1,No,20,4,3,0,2,2,1,2,2,2,2,8,176,14.914772727272727
46,No,Travel_Rarely,168,Sales,4,2,Marketing,4,Female,33,2,5,Manager,2,Married,2,No,14,3,3,1,26,2,3,11,4,0,8,8,176,106.75568181818181
34,No,Travel_Rarely,131,Sales,2,3,Marketing,3,Female,86,3,2,Sales Executive,1,Single,0,Yes,12,3,4,0,4,3,3,3,2,0,2,10,220,20.62727272727273
51,No,Travel_Frequently,237,Sales,9,3,Life Sciences,4,Male,83,3,5,Manager,2,Divorced,4,Yes,24,4,1,1,31,5,2,29,10,11,10,10,220,90.21363636363637
59,No,Travel_Rarely,1429,Research & Development,18,4,Medical,4,Male,67,3,3,Manufacturing Director,4,Single,6,No,12,3,4,0,25,6,2,9,7,5,4,8,176,59.72727272727273
34,No,Travel_Frequently,135,Research & Development,19,3,Medical,3,Female,46,3,2,Laboratory Technician,2,Divorced,4,No,13,3,3,2,15,2,4,11,8,5,10,8,176,25.25
28,No,Travel_Frequently,791,Research & Development,1,4,Medical,4,Male,44,3,1,Laboratory Technician,3,Single,0,Yes,11,3,3,0,5,2,2,4,2,0,2,10,220,9.790909090909091
44,No,Travel_Rarely,1199,Research & Development,4,2,Life Sciences,3,Male,92,4,5,Manager,1,Divorced,1,No,14,3,4,2,26,4,2,25,9,14,13,8,176,109.0340909090909
34,No,Travel_Frequently,648,Human Resources,11,3,Life Sciences,3,Male,56,2,2,Human Resources,2,Married,4,No,11,3,4,2,14,5,4,10,9,1,8,8,176,25.511363636363637
35,No,Travel_Rarely,735,Research & Development,6,1,Life Sciences,3,Male,66,3,1,Research Scientist,3,Married,0,Yes,14,3,4,0,4,3,3,3,2,2,2,10,220,15.936363636363636
42,No,Travel_Rarely,603,Research & Development,7,4,Medical,2,Female,78,4,2,Research Scientist,2,Married,6,Yes,16,3,4,0,18,2,3,1,0,0,0,10,220,10.781818181818181
43,No,Travel_Rarely,531,Sales,4,4,Marketing,4,Female,56,2,3,Sales Executive,4,Single,3,No,14,3,4,0,23,3,4,21,7,15,17,8,176,58.13068181818182
36,No,Travel_Rarely,429,Research & Development,2,4,Life Sciences,3,Female,53,3,2,Manufacturing Director,2,Single,9,Yes,11,3,4,0,18,2,3,16,14,5,12,10,220,24.59090909090909
44,Yes,Travel_Rarely,621,Research & Development,15,3,Medical,1,Female,73,3,3,Healthcare Representative,4,Married,1,No,11,3,4,1,10,2,3,10,7,0,5,8,176,45.32954545454545
28,No,Travel_Frequently,193,Research & Development,2,3,Life Sciences,4,Male,52,2,1,Laboratory Technician,4,Married,1,Yes,12,3,2,1,2,2,3,2,2,2,2,10,220,17.577272727272728
51,No,Travel_Frequently,968,Research & Development,6,2,Medical,2,Female,40,2,1,Laboratory Technician,3,Single,0,No,14,3,2,0,8,6,2,7,0,7,7,8,176,16.125
30,No,Non-Travel,879,Research & Development,9,2,Medical,3,Female,72,3,2,Manufacturing Director,3,Single,7,Yes,18,3,3,0,10,3,3,8,4,1,7,10,220,21.34090909090909
29,Yes,Travel_Rarely,806,Research & Development,7,3,Technical Degree,2,Female,39,3,1,Laboratory Technician,3,Divorced,3,Yes,13,3,1,2,10,2,3,7,7,7,7,10,220,15.177272727272728
28,No,Travel_Rarely,640,Research & Development,1,3,Technical Degree,4,Male,84,3,1,Research Scientist,1,Single,2,No,11,3,2,0,5,2,2,3,2,1,2,8,176,11.818181818181818
25,No,Travel_Rarely,266,Research & Development,1,3,Medical,4,Female,40,3,1,Research Scientist,2,Single,1,No,18,3,4,0,2,3,2,2,2,2,1,8,176,11.909090909090908
32,No,Travel_Rarely,604,Sales,8,3,Medical,3,Male,56,4,2,Sales Executive,4,Married,1,No,15,3,3,2,10,4,4,10,7,0,8,8,176,35.27840909090909
45,No,Travel_Frequently,364,Research & Development,25,3,Medical,2,Female,83,3,5,Manager,2,Single,3,No,22,4,3,0,22,4,3,0,0,0,0,8,176,102.61931818181819
39,No,Travel_Rarely,412,Research & Development,13,4,Medical,3,Female,94,2,4,Manager,2,Divorced,6,Yes,13,3,4,2,21,4,3,19,9,15,2,10,220,77.83181818181818
58,No,Travel_Rarely,848,Research & Development,23,4,Life Sciences,1,Male,88,3,1,Research Scientist,3,Divorced,1,No,12,3,4,2,2,3,3,2,2,2,2,8,176,13.477272727272727
32,Yes,Travel_Rarely,1089,Research & Development,7,2,Life Sciences,4,Male,79,3,2,Laboratory Technician,3,Married,1,No,18,3,1,1,10,3,3,10,4,1,1,8,176,27.744318181818183
39,Yes,Travel_Rarely,360,Research & Development,23,3,Medical,3,Male,93,3,1,Research Scientist,1,Single,0,No,13,3,1,0,6,2,3,5,2,0,3,8,176,22.181818181818183
30,No,Travel_Rarely,1138,Research & Development,6,3,Technical Degree,1,Female,48,2,2,Laboratory Technician,4,Married,0,No,12,3,1,1,10,6,3,9,2,6,7,8,176,26.289772727272727
36,No,Travel_Rarely,325,Research & Development,10,4,Technical Degree,4,Female,63,3,3,Healthcare Representative,3,Married,3,No,12,3,1,0,10,0,3,7,7,1,7,8,176,40.30681818181818
46,No,Travel_Rarely,991,Human Resources,1,2,Life Sciences,4,Female,44,3,1,Human Resources,1,Single,6,No,12,3,3,0,10,3,4,7,6,5,7,8,176,19.448863636363637
28,No,Non-Travel,1476,Research & Development,1,3,Life Sciences,3,Female,55,1,2,Laboratory Technician,4,Married,0,No,11,3,1,3,10,6,3,9,8,7,5,8,176,37.92045454545455
50,No,Travel_Rarely,1322,Research & Development,28,3,Life Sciences,4,Female,43,3,4,Research Director,1,Married,4,Yes,11,3,2,0,25,2,3,3,2,1,2,10,220,76.72727272727273
40,Yes,Travel_Rarely,299,Sales,25,4,Marketing,4,Male,57,2,3,Sales Executive,2,Single,2,Yes,12,3,3,0,9,2,3,5,4,1,0,10,220,41.336363636363636
52,Yes,Travel_Rarely,1030,Sales,5,3,Life Sciences,2,Male,64,3,3,Sales Executive,2,Single,9,Yes,19,3,3,0,10,2,2,8,7,7,7,10,220,38.39090909090909
30,No,Travel_Rarely,634,Research & Development,17,4,Medical,2,Female,95,3,3,Manager,1,Married,1,Yes,23,4,4,2,9,2,3,9,1,0,8,10,220,54.163636363636364
39,No,Travel_Rarely,524,Research & Development,18,2,Life Sciences,1,Male,32,3,2,Manufacturing Director,3,Single,0,No,11,3,1,0,9,6,3,8,7,1,7,8,176,25.761363636363637
31,No,Non-Travel,587,Sales,2,4,Life Sciences,4,Female,57,3,3,Sales Executive,3,Divorced,1,Yes,19,3,1,1,10,5,2,10,8,9,6,10,220,44.78181818181818
41,No,Non-Travel,256,Sales,10,2,Medical,3,Male,40,1,2,Sales Executive,2,Single,1,No,13,3,1,0,19,4,3,19,2,11,9,8,176,34.94886363636363
31,Yes,Travel_Frequently,1060,Sales,1,3,Life Sciences,4,Female,54,3,1,Sales Representative,2,Single,1,Yes,11,3,1,0,3,2,4,3,2,2,2,10,220,10.463636363636363
44,Yes,Travel_Rarely,935,Research & Development,3,3,Life Sciences,1,Male,89,3,1,Laboratory Technician,1,Married,4,No,12,3,3,0,10,4,4,3,2,1,2,8,176,13.420454545454545
42,No,Non-Travel,495,Research & Development,2,1,Life Sciences,3,Male,37,3,4,Manager,3,Married,0,Yes,13,3,4,0,21,3,2,20,8,2,10,10,220,81.18636363636364
55,No,Travel_Rarely,282,Research & Development,2,2,Medical,4,Female,58,1,5,Manager,3,Married,4,No,14,3,4,1,23,5,3,19,9,9,11,8,176,109.01704545454545
56,No,Travel_Rarely,206,Human Resources,8,4,Life Sciences,4,Male,99,3,5,Manager,2,Single,6,No,14,3,1,0,36,4,3,7,3,7,7,8,176,112.0284090909091
40,No,Non-Travel,458,Research & Development,16,2,Life Sciences,3,Male,74,3,1,Research Scientist,3,Divorced,9,No,16,3,2,1,6,0,3,4,2,0,0,8,176,20.136363636363637
34,No,Travel_Rarely,943,Research & Development,9,3,Life Sciences,4,Male,86,3,3,Healthcare Representative,4,Divorced,0,No,11,3,4,1,10,0,2,9,7,1,6,8,176,48.29545454545455
40,No,Travel_Rarely,523,Research & Development,2,3,Life Sciences,3,Male,98,3,2,Research Scientist,4,Single,1,No,13,3,3,0,9,4,3,9,8,8,8,8,176,26.482954545454547
41,No,Travel_Frequently,1018,Sales,1,3,Marketing,3,Female,66,3,2,Sales Executive,1,Divorced,0,No,17,3,4,1,10,2,3,9,3,1,7,8,176,23.3125
35,No,Travel_Frequently,482,Research & Development,4,4,Life Sciences,3,Male,87,3,2,Research Scientist,3,Single,1,Yes,11,3,2,0,9,3,3,9,6,1,1,10,220,19.313636363636363
51,No,Travel_Rarely,770,Human Resources,5,3,Life Sciences,3,Male,84,3,4,Manager,2,Divorced,1,Yes,11,3,2,1,33,2,3,33,9,0,10,10,220,63.75454545454546
38,No,Travel_Rarely,1009,Sales,2,2,Life Sciences,2,Female,31,3,2,Sales Executive,1,Divorced,3,No,15,3,4,1,11,3,3,7,7,1,7,8,176,39.16477272727273
34,No,Travel_Rarely,507,Sales,15,2,Medical,3,Female,66,3,2,Sales Executive,1,Single,1,No,12,3,4,0,10,6,4,10,8,9,6,8,176,34.80113636363637
25,No,Travel_Rarely,882,Research & Development,19,1,Medical,4,Male,67,3,1,Laboratory Technician,4,Married,3,No,11,3,3,3,7,6,2,3,2,1,2,8,176,20.84659090909091
58,Yes,Travel_Rarely,601,Research & Development,7,4,Medical,3,Female,53,2,3,Manufacturing Director,1,Married,7,Yes,14,3,4,0,31,0,2,10,9,5,9,10,220,45.49090909090909
40,No,Travel_Rarely,329,Research & Development,1,4,Life Sciences,2,Male,88,3,1,Laboratory Technician,2,Married,3,No,22,4,3,1,7,3,3,4,2,0,3,8,176,13.5625
36,No,Travel_Frequently,607,Sales,7,3,Marketing,1,Female,83,4,2,Sales Executive,1,Married,2,No,16,3,4,1,17,2,2,15,7,6,13,8,176,26.357954545454547
48,No,Travel_Rarely,855,Research & Development,4,3,Life Sciences,4,Male,54,3,3,Manufacturing Director,4,Single,1,No,11,3,3,0,11,2,3,10,9,0,8,8,176,44.875
27,No,Travel_Rarely,1291,Sales,11,3,Medical,3,Female,98,4,1,Sales Representative,4,Married,8,No,14,3,2,1,5,4,3,1,0,0,0,8,176,14.397727272727273
51,No,Travel_Rarely,1405,Research & Development,11,2,Technical Degree,4,Female,82,2,4,Manufacturing Director,2,Single,3,No,16,3,2,0,29,1,2,5,2,0,3,8,176,74.67045454545455
18,No,Non-Travel,1124,Research & Development,1,3,Life Sciences,4,Female,97,3,1,Laboratory Technician,4,Single,1,No,15,3,3,0,0,5,4,0,0,0,0,8,176,9.153409090909092
35,No,Travel_Rarely,817,Research & Development,1,3,Medical,4,Female,60,2,2,Laboratory Technician,4,Married,0,No,12,3,2,1,10,0,3,9,7,0,0,8,176,30.47159090909091
27,No,Travel_Frequently,793,Sales,2,1,Life Sciences,4,Male,43,1,2,Sales Executive,4,Single,3,No,20,4,2,0,8,3,3,6,2,0,0,8,176,28.8125
55,Yes,Travel_Rarely,267,Sales,13,4,Marketing,1,Male,85,4,4,Sales Executive,3,Single,6,Yes,17,3,3,0,24,2,2,19,7,3,8,10,220,62.25
56,No,Travel_Rarely,1369,Research & Development,23,3,Life Sciences,4,Male,68,3,4,Manufacturing Director,2,Married,4,Yes,12,3,1,1,33,0,3,19,16,15,9,10,220,60.91818181818182
34,No,Non-Travel,999,Research & Development,26,1,Technical Degree,1,Female,92,2,1,Research Scientist,3,Divorced,1,No,20,4,3,3,5,2,3,5,4,0,0,8,176,11.528409090909092
40,No,Travel_Rarely,1202,Research & Development,2,1,Medical,2,Female,89,4,2,Healthcare Representative,3,Divorced,5,No,20,4,2,3,15,0,3,12,11,11,8,8,176,36.23295454545455
34,No,Travel_Rarely,285,Research & Development,29,3,Medical,2,Male,86,3,2,Laboratory Technician,3,Married,4,No,13,3,1,2,10,1,3,8,7,7,7,8,176,30.84659090909091
31,Yes,Travel_Frequently,703,Sales,2,3,Life Sciences,3,Female,90,2,1,Sales Representative,4,Single,7,No,14,3,3,0,3,3,4,1,0,0,0,8,176,15.823863636363637
35,Yes,Travel_Frequently,662,Sales,18,4,Marketing,4,Female,67,3,2,Sales Executive,3,Married,0,Yes,18,3,3,1,5,0,2,4,2,3,2,10,220,20.972727272727273
38,No,Travel_Frequently,693,Research & Development,7,3,Life Sciences,4,Male,57,4,1,Research Scientist,3,Divorced,1,No,11,3,4,3,4,2,3,4,2,0,3,8,176,14.829545454545455
34,No,Travel_Rarely,404,Research & Development,2,4,Technical Degree,3,Female,98,3,2,Healthcare Representative,4,Single,1,No,11,3,4,0,14,2,4,14,11,4,11,8,176,37.99431818181818
28,No,Travel_Rarely,736,Sales,26,3,Life Sciences,3,Male,48,2,2,Sales Executive,1,Married,1,No,11,3,3,1,5,0,3,5,3,0,4,8,176,26.84090909090909
31,Yes,Travel_Rarely,330,Research & Development,22,4,Medical,4,Male,98,3,2,Manufacturing Director,3,Married,1,Yes,15,3,4,2,10,3,2,10,2,6,7,10,220,28.086363636363636
39,No,Travel_Rarely,1498,Sales,21,4,Life Sciences,1,Male,44,2,2,Sales Executive,4,Married,3,Yes,12,3,4,2,8,2,4,5,4,1,4,10,220,27.818181818181817
51,No,Travel_Frequently,541,Sales,2,3,Marketing,2,Male,52,3,3,Sales Executive,2,Married,2,No,11,3,2,0,14,5,3,4,2,3,2,8,176,60.20454545454545
41,No,Travel_Frequently,1200,Research & Development,22,3,Life Sciences,4,Female,75,3,2,Research Scientist,4,Divorced,3,Yes,14,3,1,2,12,4,2,6,2,3,3,10,220,24.85
37,No,Travel_Rarely,1439,Research & Development,4,1,Life Sciences,3,Male,54,3,1,Research Scientist,3,Married,7,Yes,15,3,4,0,8,2,3,6,4,1,3,10,220,13.618181818181819
33,No,Travel_Frequently,1111,Sales,5,1,Life Sciences,2,Male,61,3,2,Sales Executive,4,Married,6,No,13,3,1,0,8,2,4,5,4,1,2,8,176,56.80681818181818
32,No,Travel_Rarely,499,Sales,2,1,Marketing,3,Male,36,3,2,Sales Executive,2,Married,0,Yes,13,3,1,3,4,3,2,3,2,1,2,10,220,18.536363636363635
39,No,Non-Travel,1485,Research & Development,25,2,Life Sciences,3,Male,71,3,3,Healthcare Representative,3,Married,3,No,21,4,2,1,13,2,3,6,4,0,5,8,176,62.04545454545455
25,No,Travel_Rarely,1372,Sales,18,1,Life Sciences,1,Male,93,4,2,Sales Executive,3,Married,2,No,11,3,2,0,6,3,2,3,2,1,2,8,176,35.40909090909091
52,No,Travel_Frequently,322,Research & Development,28,2,Medical,4,Female,59,4,4,Manufacturing Director,3,Married,2,Yes,11,3,2,1,24,3,2,5,3,0,2,10,220,60.21363636363636
43,No,Travel_Rarely,930,Research & Development,6,3,Medical,1,Female,73,2,2,Research Scientist,3,Single,1,Yes,14,3,1,0,20,3,1,20,7,1,8,10,220,18.55
27,No,Travel_Rarely,205,Sales,10,3,Marketing,4,Female,98,2,2,Sales Executive,4,Married,1,Yes,11,3,4,0,6,3,3,6,2,4,4,10,220,26.222727272727273
27,Yes,Travel_Rarely,135,Research & Development,17,4,Life Sciences,4,Female,51,3,1,Research Scientist,3,Single,1,Yes,13,3,4,0,8,2,3,8,2,7,7,10,220,10.881818181818181
26,No,Travel_Rarely,683,Research & Development,2,1,Medical,1,Male,36,2,1,Research Scientist,4,Single,0,No,12,3,4,0,5,2,3,4,3,1,1,8,176,22.181818181818183
42,No,Travel_Rarely,1147,Human Resources,10,3,Human Resources,3,Female,31,3,4,Manager,1,Married,0,No,14,3,3,1,21,5,3,20,7,0,9,8,176,95.44886363636364
52,No,Travel_Rarely,258,Research & Development,8,4,Other,3,Female,54,3,1,Laboratory Technician,1,Married,9,No,13,3,3,0,12,2,1,5,4,0,4,8,176,16.761363636363637
37,No,Travel_Rarely,1462,Research & Development,11,3,Medical,1,Female,94,3,1,Laboratory Technician,3,Single,4,No,18,3,1,0,8,6,3,3,2,0,2,8,176,20.619318181818183
35,No,Travel_Frequently,200,Research & Development,18,2,Life Sciences,3,Male,60,3,3,Manufacturing Director,4,Single,2,No,11,3,3,0,10,2,3,2,2,2,2,8,176,53.19318181818182
25,No,Travel_Rarely,949,Research & Development,1,3,Technical Degree,1,Male,81,3,1,Laboratory Technician,4,Married,4,No,11,3,2,1,7,2,2,3,2,0,2,8,176,18.34659090909091
26,No,Travel_Rarely,652,Research & Development,7,3,Other,3,Male,100,4,1,Laboratory Technician,1,Single,0,No,12,3,4,0,8,2,3,7,7,0,7,8,176,20.329545454545453
29,No,Travel_Rarely,332,Human Resources,17,3,Other,2,Male,51,2,3,Human Resources,1,Single,1,No,13,3,1,0,10,3,2,10,9,0,9,8,176,45.38636363636363
49,Yes,Travel_Frequently,1475,Research & Development,28,2,Life Sciences,1,Male,97,2,2,Laboratory Technician,1,Single,3,No,20,4,1,0,20,2,3,4,3,1,3,8,176,24.34090909090909
29,Yes,Travel_Frequently,337,Research & Development,14,1,Other,3,Female,84,3,3,Healthcare Representative,4,Single,0,Yes,12,3,1,0,9,1,3,8,7,7,7,10,220,34.33181818181818
54,No,Travel_Rarely,971,Research & Development,1,3,Medical,4,Female,54,3,4,Research Director,4,Single,6,No,19,3,4,0,29,3,2,20,7,12,7,8,176,98.45454545454545
58,No,Travel_Rarely,1055,Research & Development,1,3,Medical,4,Female,76,3,5,Research Director,1,Married,3,Yes,21,4,3,1,32,3,3,9,8,1,5,10,220,89.55
55,No,Travel_Rarely,1136,Research & Development,1,4,Medical,2,Male,81,4,4,Research Director,4,Divorced,2,No,13,3,4,2,31,4,4,7,7,0,0,8,176,83.70454545454545
36,No,Travel_Rarely,1174,Sales,3,4,Marketing,1,Female,99,3,2,Sales Executive,2,Single,3,Yes,16,3,4,0,15,3,3,5,4,0,1,10,220,42.17272727272727
31,Yes,Travel_Frequently,667,Sales,1,4,Life Sciences,2,Female,50,1,1,Sales Representative,3,Single,1,No,12,3,2,0,1,3,3,1,0,0,0,8,176,7.721590909090909
30,No,Travel_Rarely,855,Sales,7,4,Marketing,4,Female,73,3,2,Sales Executive,1,Divorced,7,No,14,3,2,2,8,3,3,3,2,0,2,8,176,27.15340909090909
31,No,Travel_Rarely,182,Research & Development,8,5,Life Sciences,1,Female,93,3,4,Research Director,2,Single,3,No,11,3,3,0,9,3,4,3,2,1,0,8,176,93.30681818181819
34,No,Travel_Frequently,560,Research & Development,1,4,Other,4,Male,91,3,1,Research Scientist,1,Divorced,5,No,14,3,3,2,10,2,3,4,3,1,3,8,176,17.022727272727273
31,Yes,Travel_Rarely,202,Research & Development,8,3,Life Sciences,1,Female,34,2,1,Research Scientist,2,Single,1,No,12,3,3,0,1,3,4,1,0,0,0,8,176,7.1647727272727275
27,No,Travel_Rarely,1377,Research & Development,11,1,Life Sciences,2,Male,91,3,1,Laboratory Technician,1,Married,0,No,14,3,2,0,6,3,4,5,0,1,4,8,176,11.926136363636363
36,No,Travel_Rarely,172,Research & Development,4,4,Life Sciences,1,Male,37,2,2,Laboratory Technician,4,Single,1,No,16,3,3,0,10,2,2,10,4,1,8,8,176,33.01136363636363
36,No,Travel_Rarely,329,Sales,16,4,Marketing,3,Female,98,2,2,Sales Executive,1,Married,4,No,13,3,1,2,11,3,2,3,2,0,2,8,176,32.08522727272727
47,No,Travel_Rarely,465,Research & Development,1,3,Technical Degree,1,Male,74,3,1,Research Scientist,4,Married,7,No,12,3,3,1,17,2,2,6,5,1,2,8,176,19.431818181818183
25,Yes,Travel_Rarely,383,Sales,9,2,Life Sciences,1,Male,68,2,1,Sales Representative,1,Married,3,No,12,3,1,0,6,2,3,3,2,2,2,8,176,25.0
37,No,Non-Travel,1413,Research & Development,5,2,Technical Degree,3,Male,84,4,1,Laboratory Technician,3,Single,0,No,14,3,1,0,7,2,1,6,5,1,3,8,176,19.886363636363637
56,No,Travel_Rarely,1255,Research & Development,1,2,Life Sciences,1,Female,90,3,1,Research Scientist,1,Married,2,No,22,4,4,1,5,3,4,3,2,1,0,8,176,11.738636363636363
47,No,Travel_Rarely,359,Research & Development,2,4,Medical,1,Female,82,3,4,Research Director,3,Married,3,No,19,3,2,2,26,2,4,20,17,5,6,8,176,97.55113636363636
24,No,Travel_Rarely,1476,Sales,4,1,Medical,4,Female,42,3,2,Sales Executive,3,Married,1,Yes,12,3,3,2,5,3,3,5,4,0,3,10,220,18.918181818181818
32,No,Travel_Rarely,601,Sales,7,5,Marketing,4,Male,97,3,2,Sales Executive,4,Married,4,No,12,3,3,1,7,3,2,4,3,0,3,8,176,52.29545454545455
34,No,Travel_Rarely,401,Research & Development,1,3,Life Sciences,4,Female,86,2,1,Laboratory Technician,2,Married,5,No,17,3,1,1,7,2,2,5,4,0,2,8,176,18.71590909090909
41,No,Travel_Rarely,1283,Research & Development,5,5,Medical,2,Male,90,4,1,Research Scientist,3,Married,2,Yes,12,3,1,0,7,5,2,4,2,0,3,10,220,9.668181818181818
40,No,Non-Travel,663,Research & Development,9,4,Other,3,Male,81,3,2,Laboratory Technician,3,Divorced,3,No,11,3,3,2,11,2,4,8,7,0,7,8,176,22.585227272727273
31,No,Travel_Rarely,326,Sales,8,2,Life Sciences,1,Male,31,3,3,Sales Executive,4,Divorced,1,No,18,3,1,1,13,5,3,13,7,9,9,8,176,61.32386363636363
46,Yes,Travel_Rarely,377,Sales,9,3,Marketing,1,Male,52,3,3,Sales Executive,4,Divorced,4,No,11,3,1,1,28,1,4,7,7,4,3,8,176,57.36363636363637
39,Yes,Non-Travel,592,Research & Development,2,3,Life Sciences,1,Female,54,2,1,Laboratory Technician,1,Single,2,Yes,23,4,2,0,11,2,4,1,0,0,0,10,220,16.572727272727274
31,Yes,Travel_Frequently,1445,Research & Development,1,5,Life Sciences,3,Female,100,4,3,Manufacturing Director,2,Single,1,No,11,3,1,0,10,2,3,10,8,4,7,8,176,42.30681818181818
45,No,Travel_Rarely,1038,Research & Development,20,3,Medical,2,Male,95,1,3,Healthcare Representative,1,Divorced,2,Yes,18,3,2,1,24,2,3,7,7,0,7,10,220,49.32272727272727
31,No,Travel_Rarely,1398,Human Resources,8,2,Medical,4,Female,96,4,1,Human Resources,2,Single,9,No,18,3,4,0,8,3,3,3,2,0,2,8,176,11.982954545454545
